<<<<<<< HEAD
crsCode77492,deptId91205,crsName55891,descr67132,
crsCode90524,deptId32853,crsName18672,descr26389,
crsCode73594,deptId56657,crsName88773,descr84851,
crsCode21616,deptId53240,crsName83473,descr41651,
crsCode37398,deptId27576,crsName44266,descr50844,
crsCode71438,deptId52183,crsName96661,descr78439,
crsCode10173,deptId96644,crsName19444,descr17945,
crsCode80934,deptId24463,crsName14707,descr10446,
crsCode5540,deptId19573,crsName99819,descr24626,
crsCode35939,deptId57076,crsName22288,descr40392,
crsCode48444,deptId57437,crsName31582,descr42957,
crsCode40300,deptId72423,crsName40699,descr16215,
crsCode30063,deptId78943,crsName3336,descr38584,
crsCode60862,deptId38909,crsName8777,descr76574,
crsCode97603,deptId11923,crsName82319,descr80284,
crsCode35764,deptId63039,crsName97151,descr92515,
crsCode38100,deptId11967,crsName23425,descr73290,
crsCode16737,deptId80932,crsName94438,descr44174,
crsCode571,deptId574,crsName73430,descr57522,
crsCode49811,deptId18231,crsName98422,descr20711,
crsCode25579,deptId82909,crsName94227,descr45862,
crsCode81199,deptId76183,crsName5677,descr43770,
crsCode63504,deptId78808,crsName10595,descr70204,
crsCode72313,deptId35857,crsName375,descr94038,
crsCode72432,deptId28993,crsName67101,descr78249,
crsCode71307,deptId80936,crsName38949,descr97801,
crsCode71051,deptId38169,crsName74531,descr59237,
crsCode58042,deptId75022,crsName52439,descr67365,
crsCode20221,deptId67797,crsName41438,descr87053,
crsCode86166,deptId71975,crsName96501,descr48062,
crsCode65528,deptId67257,crsName72452,descr43132,
crsCode65735,deptId85388,crsName18319,descr77066,
crsCode41836,deptId95296,crsName24116,descr58992,
crsCode78131,deptId63941,crsName3042,descr85215,
crsCode17025,deptId95537,crsName89719,descr6443,
crsCode90645,deptId11790,crsName51507,descr36023,
crsCode665,deptId25483,crsName58142,descr54543,
crsCode18501,deptId62290,crsName47315,descr6734,
crsCode53488,deptId44122,crsName90312,descr73408,
crsCode88468,deptId12819,crsName63227,descr82850,
crsCode52445,deptId4062,crsName3002,descr20550,
crsCode39822,deptId29791,crsName15631,descr45522,
crsCode52336,deptId15659,crsName67462,descr42728,
crsCode24279,deptId80988,crsName45373,descr48512,
crsCode41620,deptId94627,crsName8839,descr52145,
crsCode56880,deptId56892,crsName5052,descr87310,
crsCode73644,deptId27613,crsName11617,descr70637,
crsCode17010,deptId61321,crsName27887,descr39236,
crsCode14903,deptId11649,crsName92451,descr1420,
crsCode24912,deptId82746,crsName23233,descr13736,
crsCode9101,deptId91818,crsName33222,descr71006,
crsCode85211,deptId89449,crsName28163,descr48833,
crsCode85794,deptId70124,crsName27606,descr78925,
crsCode86473,deptId88069,crsName76322,descr34015,
crsCode88296,deptId16644,crsName10471,descr10070,
crsCode36211,deptId60960,crsName51155,descr14349,
crsCode32429,deptId26050,crsName58825,descr58284,
crsCode35386,deptId28813,crsName34787,descr98507,
crsCode74289,deptId68169,crsName27412,descr69349,
crsCode90065,deptId17131,crsName44166,descr15092,
crsCode63243,deptId45858,crsName27810,descr27407,
crsCode82397,deptId3393,crsName37551,descr68765,
crsCode91262,deptId59876,crsName7185,descr72852,
crsCode93141,deptId13568,crsName38066,descr25939,
crsCode73796,deptId6924,crsName80255,descr25976,
crsCode46818,deptId32006,crsName36041,descr43487,
crsCode81575,deptId6851,crsName71660,descr67639,
crsCode21248,deptId68759,crsName69996,descr37954,
crsCode19554,deptId9373,crsName4026,descr23370,
crsCode74235,deptId99780,crsName19799,descr83739,
crsCode17540,deptId68534,crsName20816,descr41760,
crsCode65074,deptId44261,crsName16135,descr64894,
crsCode55052,deptId64916,crsName97746,descr8487,
crsCode21344,deptId87549,crsName8732,descr67437,
crsCode93738,deptId79114,crsName56546,descr73229,
crsCode69986,deptId48697,crsName83167,descr23275,
crsCode3856,deptId3362,crsName37169,descr89064,
crsCode61922,deptId70495,crsName82828,descr24796,
crsCode85357,deptId55143,crsName86062,descr71760,
crsCode46178,deptId12885,crsName53153,descr99144,
crsCode73680,deptId95751,crsName61164,descr64381,
crsCode31375,deptId40930,crsName55414,descr96265,
crsCode62480,deptId96499,crsName42936,descr54971,
crsCode1374,deptId54000,crsName62654,descr75755,
crsCode18832,deptId77565,crsName17114,descr66664,
crsCode56815,deptId18955,crsName8196,descr89164,
crsCode41503,deptId55643,crsName50098,descr18929,
crsCode54603,deptId12128,crsName4208,descr42877,
crsCode16657,deptId3490,crsName41341,descr39832,
crsCode39207,deptId70462,crsName7713,descr1278,
crsCode88521,deptId35787,crsName32302,descr61712,
crsCode66465,deptId23703,crsName85235,descr73701,
crsCode6577,deptId47216,crsName12503,descr74590,
crsCode25055,deptId45343,crsName79576,descr53655,
crsCode69918,deptId16527,crsName43264,descr45402,
crsCode36469,deptId9356,crsName69824,descr87277,
crsCode78382,deptId1030,crsName82540,descr58187,
crsCode58653,deptId76436,crsName76755,descr24017,
crsCode29835,deptId11605,crsName60441,descr83790,
crsCode69310,deptId56177,crsName62162,descr17405,
crsCode11110,deptId63134,crsName88861,descr93872,
crsCode69575,deptId1056,crsName96475,descr4866,
crsCode81534,deptId4104,crsName5131,descr45454,
crsCode80370,deptId86716,crsName8708,descr46302,
crsCode39385,deptId6071,crsName48142,descr53500,
crsCode37316,deptId41671,crsName32829,descr34788,
crsCode79367,deptId2357,crsName32811,descr76122,
crsCode88585,deptId62786,crsName48912,descr37272,
crsCode16996,deptId76012,crsName17441,descr33504,
crsCode74842,deptId38704,crsName72162,descr58160,
crsCode36661,deptId54633,crsName67401,descr88147,
crsCode52184,deptId60086,crsName84369,descr72179,
crsCode90759,deptId25402,crsName48471,descr30189,
crsCode71407,deptId48413,crsName14901,descr97917,
crsCode49012,deptId5808,crsName55545,descr13784,
crsCode44822,deptId83438,crsName23553,descr16953,
crsCode96255,deptId68670,crsName44341,descr84755,
crsCode90795,deptId2324,crsName48800,descr56677,
crsCode89876,deptId57687,crsName58284,descr77323,
crsCode14714,deptId49501,crsName97498,descr79089,
crsCode70571,deptId88947,crsName71931,descr4899,
crsCode72564,deptId33913,crsName57582,descr72671,
crsCode36356,deptId98250,crsName6839,descr75532,
crsCode49753,deptId90745,crsName88791,descr54916,
crsCode75082,deptId61942,crsName62830,descr69677,
crsCode45360,deptId63664,crsName93418,descr73157,
crsCode66610,deptId77525,crsName38314,descr10459,
crsCode67660,deptId19797,crsName18611,descr41595,
crsCode40058,deptId46597,crsName44974,descr17249,
crsCode85094,deptId71807,crsName4445,descr38863,
crsCode6604,deptId8262,crsName45272,descr11545,
crsCode95943,deptId91911,crsName23177,descr51550,
crsCode13146,deptId3323,crsName1759,descr64017,
crsCode74525,deptId71529,crsName91379,descr47605,
crsCode64161,deptId61864,crsName25749,descr59943,
crsCode82434,deptId93666,crsName53329,descr26005,
crsCode94248,deptId98581,crsName6116,descr80237,
crsCode87930,deptId92179,crsName71509,descr9072,
crsCode69856,deptId59465,crsName31474,descr26533,
crsCode46771,deptId35580,crsName41512,descr69289,
crsCode55523,deptId60047,crsName49886,descr96100,
crsCode77220,deptId57889,crsName71631,descr58584,
crsCode66166,deptId23252,crsName55298,descr20499,
crsCode71760,deptId71400,crsName56968,descr80131,
crsCode46953,deptId37670,crsName59729,descr50473,
crsCode81602,deptId94713,crsName64363,descr67430,
crsCode28275,deptId76918,crsName82936,descr92338,
crsCode15760,deptId79932,crsName71722,descr87467,
crsCode29912,deptId76694,crsName28990,descr54698,
crsCode24250,deptId11774,crsName62163,descr46706,
crsCode46917,deptId87708,crsName75493,descr97282,
crsCode41546,deptId2923,crsName83658,descr54090,
crsCode33840,deptId43165,crsName94824,descr54426,
crsCode94516,deptId65941,crsName61810,descr25845,
crsCode98490,deptId29810,crsName60413,descr77796,
crsCode64500,deptId87755,crsName39043,descr93704,
crsCode14606,deptId24661,crsName86547,descr21927,
crsCode73780,deptId42626,crsName93586,descr40935,
crsCode58305,deptId52452,crsName64914,descr7289,
crsCode42949,deptId19344,crsName99245,descr81389,
crsCode6225,deptId17533,crsName96191,descr18147,
crsCode21410,deptId91467,crsName55038,descr6786,
crsCode89416,deptId39680,crsName3831,descr11873,
crsCode4370,deptId46285,crsName99365,descr37314,
crsCode19033,deptId46960,crsName20848,descr66079,
crsCode59109,deptId74963,crsName224,descr49660,
crsCode6623,deptId9009,crsName17885,descr39676,
crsCode53876,deptId63961,crsName65189,descr42000,
crsCode61186,deptId44011,crsName7944,descr20298,
crsCode64770,deptId37695,crsName16836,descr29040,
crsCode71667,deptId21157,crsName97880,descr5547,
crsCode51455,deptId63078,crsName50983,descr21151,
crsCode71532,deptId78538,crsName91083,descr59477,
crsCode97473,deptId19923,crsName3922,descr58356,
crsCode26450,deptId42695,crsName49018,descr29391,
crsCode64458,deptId2923,crsName17061,descr65592,
crsCode9557,deptId3210,crsName38489,descr81361,
crsCode77607,deptId44885,crsName44567,descr69091,
crsCode65900,deptId24708,crsName7253,descr98183,
crsCode3501,deptId90427,crsName40762,descr18978,
crsCode32284,deptId61927,crsName61750,descr54383,
crsCode54780,deptId43528,crsName91580,descr8372,
crsCode28047,deptId32073,crsName69116,descr22421,
crsCode41022,deptId66154,crsName30401,descr34983,
crsCode31199,deptId8799,crsName83300,descr76157,
crsCode40657,deptId84139,crsName39935,descr28426,
crsCode44610,deptId88738,crsName93465,descr82642,
crsCode87438,deptId66964,crsName84112,descr48060,
crsCode87469,deptId48390,crsName20398,descr84202,
crsCode91700,deptId28240,crsName78526,descr61962,
crsCode88316,deptId61689,crsName88948,descr59425,
crsCode33338,deptId83054,crsName66243,descr37331,
crsCode36781,deptId23710,crsName31602,descr73521,
crsCode81175,deptId25845,crsName49289,descr35615,
crsCode10690,deptId74835,crsName1573,descr54881,
crsCode98084,deptId11081,crsName34539,descr66721,
crsCode48989,deptId44815,crsName3449,descr84224,
crsCode17661,deptId14853,crsName51608,descr86071,
crsCode14659,deptId49060,crsName42574,descr49608,
crsCode88544,deptId53919,crsName83344,descr16358,
crsCode41145,deptId92571,crsName82356,descr16381,
crsCode29131,deptId48489,crsName38756,descr47328,
crsCode63529,deptId32348,crsName5519,descr11566,
crsCode83265,deptId64428,crsName56345,descr75295,
crsCode36637,deptId39077,crsName15443,descr81488,
crsCode13254,deptId96044,crsName83685,descr51721,
crsCode3874,deptId73552,crsName60296,descr45992,
crsCode97886,deptId18185,crsName73232,descr55948,
crsCode95815,deptId83215,crsName46310,descr74911,
crsCode43057,deptId20921,crsName20628,descr5632,
crsCode97083,deptId78033,crsName17370,descr94925,
crsCode48714,deptId18353,crsName23869,descr16042,
crsCode30705,deptId41756,crsName76319,descr16752,
crsCode73458,deptId12571,crsName89130,descr59605,
crsCode4895,deptId86514,crsName90309,descr14483,
crsCode41369,deptId78975,crsName19113,descr64952,
crsCode55674,deptId8942,crsName5134,descr6826,
crsCode87086,deptId31740,crsName46590,descr61588,
crsCode33819,deptId83686,crsName91339,descr89362,
crsCode47041,deptId98252,crsName19932,descr56917,
crsCode81660,deptId21224,crsName39618,descr71987,
crsCode70503,deptId22021,crsName97641,descr142,
crsCode47579,deptId68766,crsName58667,descr32511,
crsCode69654,deptId95477,crsName44958,descr69695,
crsCode78486,deptId54860,crsName71950,descr2130,
crsCode17444,deptId60035,crsName70277,descr4624,
crsCode81741,deptId89231,crsName94054,descr2097,
crsCode75627,deptId63091,crsName52665,descr60149,
crsCode58467,deptId98397,crsName3136,descr84237,
crsCode6440,deptId96895,crsName90504,descr81833,
crsCode157,deptId42537,crsName34844,descr98495,
crsCode94871,deptId14784,crsName72820,descr95637,
crsCode80352,deptId31197,crsName82314,descr38027,
crsCode7640,deptId45380,crsName29165,descr83496,
crsCode96886,deptId7135,crsName48046,descr76863,
crsCode28525,deptId44951,crsName8888,descr52381,
crsCode83114,deptId17647,crsName82973,descr84274,
crsCode93561,deptId56348,crsName79915,descr91290,
crsCode68454,deptId63877,crsName76029,descr12583,
crsCode57313,deptId14675,crsName58670,descr7053,
crsCode55836,deptId84373,crsName21384,descr96841,
crsCode99438,deptId93203,crsName85722,descr911,
crsCode54746,deptId63756,crsName97833,descr718,
crsCode31625,deptId41518,crsName87741,descr92930,
crsCode33427,deptId95441,crsName60092,descr71063,
crsCode47869,deptId93553,crsName47412,descr77716,
crsCode62397,deptId73863,crsName13970,descr99403,
crsCode11705,deptId2946,crsName41040,descr62908,
crsCode11501,deptId60487,crsName58026,descr39713,
crsCode76171,deptId15874,crsName69649,descr46905,
crsCode12700,deptId3080,crsName69337,descr89204,
crsCode13605,deptId64939,crsName68973,descr80088,
crsCode81157,deptId23129,crsName22978,descr27374,
crsCode41210,deptId4017,crsName9033,descr1772,
crsCode36996,deptId30274,crsName6078,descr53024,
crsCode87457,deptId27682,crsName15358,descr48981,
crsCode31416,deptId77513,crsName64181,descr10597,
crsCode45489,deptId9192,crsName48565,descr5884,
crsCode99617,deptId58216,crsName80835,descr1092,
crsCode25539,deptId72547,crsName12427,descr35411,
crsCode32930,deptId18521,crsName80915,descr73101,
crsCode51987,deptId40336,crsName76045,descr6998,
crsCode67903,deptId14412,crsName27207,descr27704,
crsCode1215,deptId23943,crsName43100,descr77134,
crsCode41600,deptId64365,crsName24813,descr28747,
crsCode58917,deptId62678,crsName14250,descr87946,
crsCode94572,deptId3521,crsName32778,descr96883,
crsCode30889,deptId57737,crsName8539,descr76998,
crsCode90126,deptId31622,crsName58899,descr8775,
crsCode56300,deptId86147,crsName4037,descr6566,
crsCode83219,deptId69336,crsName58383,descr47081,
crsCode12565,deptId40580,crsName64623,descr7993,
crsCode69961,deptId26920,crsName67702,descr46086,
crsCode11916,deptId74466,crsName64629,descr97400,
crsCode32738,deptId88933,crsName67380,descr26899,
crsCode95097,deptId57297,crsName43682,descr88997,
crsCode75150,deptId62677,crsName77638,descr78544,
crsCode35913,deptId56510,crsName57715,descr43535,
crsCode80804,deptId45945,crsName34459,descr75494,
crsCode28265,deptId38061,crsName15995,descr60906,
crsCode7065,deptId13614,crsName32883,descr93066,
crsCode76968,deptId30816,crsName19545,descr29337,
crsCode390,deptId56841,crsName5187,descr97721,
crsCode43673,deptId15120,crsName162,descr10918,
crsCode47686,deptId19896,crsName82479,descr76188,
crsCode8398,deptId17491,crsName64061,descr99141,
crsCode3733,deptId29541,crsName56014,descr93283,
crsCode69758,deptId97238,crsName450,descr45430,
crsCode46033,deptId40691,crsName27338,descr20235,
crsCode17183,deptId75747,crsName30394,descr15970,
crsCode26269,deptId24801,crsName49532,descr48090,
crsCode52587,deptId47898,crsName3778,descr41403,
crsCode34521,deptId40452,crsName93907,descr68703,
crsCode8703,deptId48536,crsName13895,descr74590,
crsCode46538,deptId74222,crsName90990,descr17876,
crsCode89207,deptId66420,crsName94666,descr45489,
crsCode55992,deptId53515,crsName55805,descr48414,
crsCode69395,deptId10719,crsName39900,descr37511,
crsCode58282,deptId81600,crsName22691,descr25161,
crsCode78229,deptId16257,crsName89667,descr45465,
crsCode299,deptId16557,crsName1302,descr62926,
crsCode74656,deptId24033,crsName49907,descr20876,
crsCode74312,deptId37897,crsName75165,descr92366,
crsCode12346,deptId53979,crsName95190,descr94255,
crsCode83696,deptId92810,crsName368,descr63637,
crsCode71306,deptId84424,crsName88580,descr80923,
crsCode89394,deptId52956,crsName82492,descr82810,
crsCode64954,deptId99772,crsName64778,descr76179,
crsCode48193,deptId31974,crsName32988,descr57019,
crsCode85781,deptId4961,crsName72295,descr91171,
crsCode38003,deptId88651,crsName36960,descr89059,
crsCode15370,deptId8318,crsName48746,descr50755,
crsCode55997,deptId66148,crsName27113,descr582,
crsCode60006,deptId79923,crsName67573,descr30515,
crsCode83320,deptId9480,crsName88874,descr96641,
crsCode43134,deptId8220,crsName74172,descr47006,
crsCode77855,deptId76581,crsName51304,descr2300,
crsCode89698,deptId31500,crsName14502,descr59481,
crsCode82446,deptId42534,crsName19195,descr31465,
crsCode45002,deptId25137,crsName88106,descr67202,
crsCode12388,deptId26253,crsName59786,descr9124,
crsCode96301,deptId40948,crsName3699,descr75587,
crsCode34945,deptId31703,crsName85490,descr21170,
crsCode57636,deptId47671,crsName11101,descr38702,
crsCode91528,deptId32989,crsName5728,descr15332,
crsCode94411,deptId27606,crsName83733,descr94560,
crsCode23550,deptId12975,crsName25169,descr11123,
crsCode39904,deptId45833,crsName88315,descr7104,
crsCode52840,deptId67128,crsName62297,descr7491,
crsCode95010,deptId97438,crsName92771,descr44254,
crsCode12304,deptId31839,crsName11128,descr78178,
crsCode83026,deptId24704,crsName83759,descr73206,
crsCode71905,deptId59457,crsName80198,descr16711,
crsCode2901,deptId22901,crsName8054,descr83756,
crsCode63494,deptId53242,crsName30888,descr8405,
crsCode11599,deptId30361,crsName59296,descr88688,
crsCode64782,deptId79835,crsName4568,descr16663,
crsCode48360,deptId61061,crsName43112,descr41753,
crsCode586,deptId98002,crsName97248,descr19939,
crsCode38379,deptId34380,crsName7576,descr20235,
crsCode59085,deptId28519,crsName80255,descr71065,
crsCode95362,deptId986,crsName62735,descr93875,
crsCode7787,deptId26874,crsName85122,descr42755,
crsCode8507,deptId53941,crsName58814,descr11815,
crsCode85498,deptId75144,crsName88171,descr50548,
crsCode18885,deptId87262,crsName54758,descr98568,
crsCode27699,deptId66245,crsName91566,descr41867,
crsCode37875,deptId8366,crsName3227,descr38145,
crsCode50225,deptId94593,crsName32622,descr71983,
crsCode2807,deptId85211,crsName3171,descr51143,
crsCode75056,deptId24005,crsName26564,descr90417,
crsCode74088,deptId98354,crsName76408,descr93848,
